AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2016,50330,Mesetas,50,Meta,3796.0,Meta (ETC),2871,77.1,77.08,36.98,78.64,61.09,23.08,88.47,79.25,105.2,88.8,47.91,30.3,89.09,3.75,4.0,3.07,5.16,1.96,90.05,0.0,94.03,81.45,92.16,6.2,0.0,2.9,13.39,5.88,0.04,0.0,0.09,0.0,0.0
2016,50350,La Macarena,50,Meta,3796.0,Meta (ETC),8644,42.7,42.69,23.8,46.8,28.91,10.21,49.26,42.55,70.38,38.96,16.44,29.736,2.8,7.47,7.19,5.14,12.76,5.02,86.34,0.31,86.89,81.94,94.06,6.19,0.31,7.98,5.3,0.91,0.05,0.31,0.0,0.0,0.46
2016,50370,Uribe,50,Meta,3796.0,Meta (ETC),3917,47.0,47.03,27.14,48.18,34.24,12.23,51.39,44.57,66.25,46.3,24.96,30.81,2.04,6.04,4.49,4.05,11.3,1.47,84.95,0.0,85.28,78.78,96.32,9.01,0.0,10.67,9.91,2.21,0.05,0.0,0.09,0.0,0.0
2016,50400,Lejanías,50,Meta,3796.0,Meta (ETC),2229,105.1,105.11,58.97,102.75,88.63,54.62,128.8,99.49,148.05,123.29,105.04,27.531,82.76,5.29,7.89,4.34,6.82,3.31,89.11,0.0,89.64,85.54,94.49,5.59,0.0,6.02,7.64,2.21,1.16,0.0,1.24,1.64,0.37
2016,50450,Puerto Concordia,50,Meta,3796.0,Meta (ETC),5070,37.6,37.63,21.43,39.28,29.27,9.47,44.02,41.52,59.01,37.7,18.45,27.03,26.67,8.37,7.53,5.0,15.14,8.4,86.45,0.0,91.57,74.15,88.55,5.19,0.0,3.42,10.71,3.05,0.34,0.0,0.53,0.17,0.0
2016,50568,Puerto Gaitán,50,Meta,3796.0,Meta (ETC),5507,148.3,148.28,64.02,144.37,86.43,37.17,173.96,138.37,228.29,146.83,93.74,31.0,25.0,6.54,7.04,4.52,10.2,8.65,90.75,0.0,94.76,82.91,84.81,2.71,0.0,0.71,6.9,6.54,0.2,0.0,0.12,0.46,0.0
2016,50573,Puerto López,50,Meta,3796.0,Meta (ETC),8129,95.8,95.74,60.44,95.32,79.63,38.84,108.8,90.59,127.38,107.69,70.41,27.419,82.5,7.64,7.83,6.47,8.73,9.51,86.92,0.0,89.36,83.23,83.75,5.44,0.0,4.17,8.04,6.74,0.22,0.0,0.37,0.11,0.0
2016,50577,Puerto Lleras,50,Meta,3796.0,Meta (ETC),2419,74.2,74.25,35.29,74.2,59.05,30.05,82.55,61.27,94.96,85.33,53.28,25.378,68.0,1.76,0.0,0.53,2.68,6.63,92.9,0.0,95.26,89.27,87.95,5.34,0.0,4.21,8.04,5.42,0.37,0.0,0.53,0.16,0.6
2016,50590,Puerto Rico,50,Meta,3796.0,Meta (ETC),4856,49.7,49.73,35.58,53.4,32.62,10.74,53.79,58.6,69.43,46.76,22.15,31.571,18.6,9.35,11.51,8.41,11.24,5.84,87.73,0.0,87.59,86.6,93.43,2.92,0.0,4.0,2.16,0.73,0.04,0.0,0.07,0.0,0.0
2016,50606,Restrepo,50,Meta,3796.0,Meta (ETC),2351,167.8,167.76,75.74,145.29,161.03,119.14,183.03,128.71,174.45,209.1,180.86,26.369,75.0,4.01,6.06,3.11,5.31,2.26,87.56,1.3,94.04,77.46,93.42,8.43,1.3,2.85,17.23,4.32,0.71,1.3,1.46,0.07,0.0
2016,50680,San Carlos de Guaroa,50,Meta,3796.0,Meta (ETC),2501,109.4,109.4,54.95,110.42,93.7,35.36,122.51,116.67,140.65,129.45,59.37,29.213,80.0,7.77,5.79,5.77,11.56,6.81,81.97,0.0,86.09,72.5,81.15,10.26,0.0,8.14,15.94,12.04,2.08,0.0,1.42,3.96,0.52
2016,50683,San Juan de Arama,50,Meta,3796.0,Meta (ETC),2364,73.9,73.86,27.78,64.14,66.41,35.67,84.39,50.93,89.93,94.21,65.55,29.415,42.86,8.6,8.18,8.97,8.94,5.88,80.42,0.91,82.07,74.78,87.17,10.98,0.91,8.97,16.28,6.95,1.35,0.0,1.03,2.05,1.07
2016,50686,San Juanito,50,Meta,3796.0,Meta (ETC),533,66.6,66.6,52.08,66.38,62.64,18.29,68.29,58.33,77.73,77.01,29.27,26.167,22.22,0.82,3.57,0.56,0.75,0.0,97.53,0.0,98.88,95.52,100.0,1.65,0.0,0.56,3.73,0.0,0.0,0.0,0.0,0.0,0.0
2016,50689,San Martín,50,Meta,3796.0,Meta (ETC),5617,93.3,93.27,58.51,87.9,81.37,50.55,102.65,94.4,105.37,107.04,89.45,28.686,70.27,8.05,8.71,5.61,11.01,8.5,82.6,0.0,90.37,69.93,83.73,9.34,0.0,4.03,19.05,7.78,0.56,0.24,0.21,1.27,0.0
2016,50711,Vistahermosa,50,Meta,3796.0,Meta (ETC),6412,64.7,64.74,32.28,68.72,47.97,21.23,72.44,56.49,88.61,67.24,47.62,25.628,50.75,8.78,8.92,5.79,14.43,8.92,87.75,1.59,91.48,79.71,89.49,3.47,1.59,2.73,5.87,1.59,0.02,0.0,0.04,0.0,0.0
2016,52001,Pasto,52,Nariño,3799.0,Pasto,83107,81.3,81.29,50.12,78.52,74.22,43.13,92.51,75.25,91.6,103.73,80.76,26.501,92.62,1.84,0.81,0.86,3.08,1.89,91.35,0.11,95.18,85.81,91.47,6.8,0.11,3.96,11.1,6.63,3.32,0.45,2.19,5.42,2.25
2016,52019,Albán,52,Nariño,3798.0,Nariño (ETC),4673,30.1,30.11,12.12,26.27,29.36,19.98,33.6,27.55,31.38,38.56,31.8,24.755,94.74,1.48,0.0,0.34,2.94,1.19,98.26,0.0,99.15,97.06,98.42,0.26,0.0,0.51,0.0,0.4,1.67,0.0,3.23,0.98,0.4
2016,52022,Aldana,52,Nariño,3798.0,Nariño (ETC),1104,130.6,130.62,81.82,129.27,126.54,64.06,141.94,117.05,144.79,162.73,106.25,23.048,45.45,0.97,0.97,0.77,0.67,2.58,98.83,0.0,99.23,99.33,95.88,0.19,0.0,0.0,0.0,1.55,0.26,0.0,0.31,0.34,0.0
2016,52036,Ancuyá,52,Nariño,3798.0,Nariño (ETC),1331,85.3,85.35,24.04,70.17,89.62,55.19,94.97,50.96,86.12,117.22,91.7,15.153,16.67,0.47,1.89,0.44,0.56,0.0,98.81,0.0,99.13,98.49,99.1,0.71,0.0,0.44,0.94,0.9,2.14,1.89,0.87,2.82,3.17
2016,52051,Arboleda,52,Nariño,3798.0,Nariño (ETC),1416,91.2,91.24,41.28,91.34,83.75,37.93,101.06,73.39,107.07,113.75,76.25,9.65,25.93,1.05,2.5,0.33,1.65,1.01,98.95,0.0,99.67,98.35,98.99,0.0,0.0,0.0,0.0,0.0,5.45,3.75,5.94,6.23,2.51
2016,52079,Barbacoas,52,Nariño,3798.0,Nariño (ETC),11782,88.9,88.92,38.68,83.29,44.21,9.74,111.77,79.98,149.2,101.08,50.11,27.0,31.65,5.88,1.46,3.18,10.37,15.47,94.12,0.0,96.82,89.63,84.53,0.0,0.0,0.0,0.0,0.0,1.81,1.7,2.54,0.73,0.0
2016,52083,Belén,52,Nariño,3798.0,Nariño (ETC),1306,75.3,75.27,69.52,70.13,68.56,45.92,83.54,103.81,79.96,87.47,75.11,18.66,42.86,2.02,1.83,0.95,3.13,2.29,97.62,0.0,98.35,96.61,97.71,0.37,0.0,0.71,0.26,0.0,6.05,2.75,1.89,12.24,4.57
2016,52110,Buesaco,52,Nariño,3798.0,Nariño (ETC),5262,70.4,70.43,36.79,70.78,58.8,27.27,80.58,60.72,87.12,84.64,66.44,18.652,19.44,0.33,0.74,0.37,0.22,0.25,99.6,0.0,99.63,99.64,99.49,0.08,0.0,0.0,0.14,0.25,1.21,0.0,1.0,1.81,1.01
2016,52203,Colón,52,Nariño,3798.0,Nariño (ETC),2131,67.0,67.01,32.39,65.66,58.87,28.25,75.41,76.14,80.74,84.27,48.25,22.314,33.33,2.12,2.99,1.01,3.6,1.04,97.82,0.0,98.99,96.4,98.45,0.06,0.0,0.0,0.0,0.52,1.31,0.0,0.72,2.57,0.52
2016,52207,Consaca,52,Nariño,3798.0,Nariño (ETC),1828,90.2,90.15,54.42,82.2,88.89,46.58,97.98,72.11,95.45,118.95,75.78,12.196,31.82,1.02,0.0,0.0,2.54,0.0,98.86,0.0,99.72,97.46,100.0,0.11,0.0,0.28,0.0,0.0,1.02,0.94,0.28,1.55,1.72
2016,52210,Contadero,52,Nariño,3798.0,Nariño (ETC),1721,46.0,46.02,34.04,52.09,36.27,27.37,49.62,46.81,58.94,42.83,41.4,18.455,5.56,0.47,0.0,0.24,1.21,0.0,99.53,0.0,99.76,98.79,100.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,3.32,3.63,1.69
2016,52215,Córdoba,52,Nariño,3798.0,Nariño (ETC),2664,99.0,98.99,65.18,94.4,91.67,49.02,109.65,99.11,110.12,120.09,93.65,14.479,54.55,0.11,0.0,0.08,0.2,0.0,96.39,0.0,99.26,91.85,97.29,3.5,0.0,0.66,7.96,2.71,3.04,0.0,3.12,4.62,0.27
2016,52224,Cuaspud,52,Nariño,3798.0,Nariño (ETC),2007,61.7,61.68,45.56,60.77,57.25,30.63,66.47,66.27,71.65,69.06,48.35,17.042,57.14,0.22,0.0,0.17,0.43,0.0,99.78,0.0,99.83,99.57,100.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,3.67,6.28,6.21
2016,52227,Cumbal,52,Nariño,3798.0,Nariño (ETC),8352,70.8,70.81,41.81,68.39,62.67,40.73,80.04,78.07,79.46,86.26,70.15,17.605,31.67,0.26,0.37,0.15,0.39,0.22,99.65,0.0,99.67,99.61,99.67,0.09,0.0,0.18,0.0,0.11,0.98,0.0,0.77,1.64,0.55
2016,52233,Cumbitara,52,Nariño,3798.0,Nariño (ETC),3872,40.4,40.42,14.06,39.08,31.7,15.11,45.22,35.0,53.39,45.82,28.66,19.609,11.9,0.69,1.79,0.12,1.51,0.0,99.25,0.0,99.88,98.32,100.0,0.06,0.0,0.0,0.17,0.0,2.08,0.89,3.26,1.17,0.0
2016,52240,Chachagüí,52,Nariño,3798.0,Nariño (ETC),2967,78.2,78.23,45.27,70.97,72.31,27.59,86.92,74.9,89.66,106.15,51.48,18.175,47.83,5.79,3.27,2.79,9.24,5.65,94.21,0.0,97.21,90.76,94.35,0.0,0.0,0.0,0.0,0.0,6.39,0.0,4.85,10.38,0.81
2016,52254,El Peñol,52,Nariño,3798.0,Nariño (ETC),1341,75.7,75.69,27.1,68.5,63.68,42.86,87.25,51.4,88.46,100.22,75.32,27.968,33.33,0.36,0.0,0.41,0.25,0.57,99.64,0.0,99.59,99.75,99.43,0.0,0.0,0.0,0.0,0.0,0.27,3.64,0.21,0.0,0.0
2016,52256,El Rosario,52,Nariño,3798.0,Nariño (ETC),2251,56.8,56.82,26.06,46.43,54.36,16.24,63.71,46.28,63.96,83.62,33.76,17.161,21.43,2.61,1.15,0.51,4.61,3.85,95.55,0.0,98.14,92.6,95.38,1.84,0.0,1.35,2.8,0.77,4.17,0.0,2.03,7.73,0.0
2016,52258,El Tablón de Gómez,52,Nariño,3798.0,Nariño (ETC),2864,87.8,87.85,49.58,87.36,78.5,46.7,98.11,75.42,103.92,111.66,72.53,20.052,20.45,2.24,1.69,0.59,4.54,1.83,96.47,0.0,98.15,94.22,96.08,1.29,0.0,1.26,1.24,2.09,2.46,0.0,0.92,5.16,1.57
2016,52260,El Tambo,52,Nariño,3798.0,Nariño (ETC),2490,88.2,88.19,43.78,83.56,75.27,44.5,100.12,79.6,103.44,110.16,82.57,22.792,25.0,1.78,1.25,0.95,2.76,2.06,98.22,0.0,99.05,97.24,97.94,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.67,0.0,0.0
2016,52317,Guachucal,52,Nariño,3798.0,Nariño (ETC),2745,99.5,99.45,63.08,93.92,98.91,52.38,108.96,99.07,108.84,124.57,85.9,16.648,79.17,0.77,0.0,0.42,1.13,1.17,99.23,0.0,99.58,98.87,98.83,0.0,0.0,0.0,0.0,0.0,5.53,0.0,3.89,9.08,3.27
2016,52320,Guaitarilla,52,Nariño,3798.0,Nariño (ETC),2247,75.7,75.66,44.51,66.63,73.24,35.93,84.96,71.98,82.82,98.65,71.16,10.605,29.03,1.26,0.0,0.13,2.33,1.99,98.53,0.0,99.87,97.67,96.68,0.21,0.0,0.0,0.0,1.33,3.46,0.76,2.68,5.62,1.33
2016,52323,Gualmatán,52,Nariño,3798.0,Nariño (ETC),1097,105.1,105.1,72.73,95.75,101.88,62.11,113.31,109.09,110.74,127.96,92.63,22.846,25.0,0.56,1.04,0.61,0.21,1.14,99.36,0.0,99.39,99.79,98.3,0.08,0.0,0.0,0.0,0.57,3.3,0.0,3.64,3.78,2.84
2016,52352,Iles,52,Nariño,3798.0,Nariño (ETC),1683,77.7,77.72,28.37,68.98,79.71,45.89,84.37,60.28,79.51,104.49,69.18,12.27,22.73,0.92,1.18,0.0,1.37,1.98,99.08,0.0,100.0,98.63,98.02,0.0,0.0,0.0,0.0,0.0,2.32,1.18,2.54,2.58,1.49
2016,52354,Imués,52,Nariño,3798.0,Nariño (ETC),1235,96.8,96.76,46.53,80.47,100.73,64.22,107.61,98.02,95.66,128.85,100.0,11.157,36.36,1.81,3.03,1.03,2.66,0.92,98.19,0.0,98.97,97.34,99.08,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.62,1.52,0.0
2016,52356,Ipiales,52,Nariño,4546.0,Ipiales,30906,74.7,74.64,47.42,75.61,60.55,34.81,86.36,77.53,91.62,86.79,76.74,25.456,81.48,0.87,0.43,0.51,1.45,0.92,98.55,0.06,99.32,97.47,97.99,0.58,0.06,0.17,1.08,1.09,1.92,0.31,1.93,2.64,0.67
2016,52378,La Cruz,52,Nariño,3798.0,Nariño (ETC),3560,78.1,78.06,51.09,70.81,69.3,46.67,97.72,111.23,85.23,104.48,108.0,21.475,27.5,1.69,0.98,0.81,2.8,1.78,98.31,0.0,99.19,97.2,98.22,0.0,0.0,0.0,0.0,0.0,1.94,3.26,0.97,2.8,1.56
2016,52381,La Florida,52,Nariño,3798.0,Nariño (ETC),1882,75.1,75.08,48.03,69.24,68.18,41.59,85.71,97.37,82.37,95.14,69.21,18.524,24.24,0.0,0.0,0.0,0.0,0.0,99.36,0.0,98.59,99.82,100.0,0.64,0.0,1.41,0.18,0.0,2.23,0.0,1.25,3.53,3.21
2016,52385,La Llanada,52,Nariño,3798.0,Nariño (ETC),1372,64.8,64.8,38.68,52.25,58.35,35.96,72.45,60.38,66.26,84.95,66.5,16.96,16.67,2.85,0.0,1.04,5.15,2.7,97.15,0.0,98.96,94.85,97.3,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.52,3.09,0.9
2016,52390,La Tola,52,Nariño,3798.0,Nariño (ETC),4064,44.8,44.78,23.26,39.8,24.12,7.63,60.85,46.26,77.09,57.76,30.52,13.5,23.81,0.05,0.58,0.0,0.0,0.0,99.95,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.35,0.0,0.0
2016,52399,La Unión,52,Nariño,3798.0,Nariño (ETC),5130,96.8,96.78,58.11,91.32,87.25,48.96,110.02,90.31,109.83,123.75,93.54,21.332,46.15,0.19,0.27,0.26,0.15,0.0,99.8,0.0,99.74,99.8,100.0,0.02,0.0,0.0,0.05,0.0,2.89,0.0,1.09,5.99,1.48
2016,52405,Leiva,52,Nariño,3798.0,Nariño (ETC),3854,47.9,47.9,21.04,44.48,42.73,17.94,52.49,38.72,55.52,59.26,35.88,14.928,9.76,0.6,0.0,0.76,0.52,0.53,99.4,0.0,99.24,99.48,99.47,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.11,0.65,0.0
2016,52411,Linares,52,Nariño,3798.0,Nariño (ETC),1927,77.6,77.58,43.42,81.7,66.46,27.27,83.29,59.87,96.13,90.57,51.7,20.755,16.67,0.7,0.0,0.4,1.19,0.64,96.27,0.0,98.93,91.81,98.09,3.04,0.0,0.67,7.0,1.27,0.89,1.1,1.21,0.51,0.64
2016,52418,Los Andes,52,Nariño,3798.0,Nariño (ETC),6384,27.9,27.87,15.16,25.11,24.65,14.66,31.59,26.35,30.99,35.15,28.61,20.083,20.69,2.03,0.0,1.07,3.9,0.84,97.97,0.0,98.93,96.1,99.16,0.0,0.0,0.0,0.0,0.0,0.96,1.37,0.47,1.08,2.09
2016,52427,Magüi,52,Nariño,3798.0,Nariño (ETC),6492,47.7,47.7,20.18,47.63,18.66,3.57,65.2,39.29,92.85,57.28,22.59,16.577,19.05,3.62,0.0,0.47,12.74,1.86,96.38,0.0,99.53,87.26,98.14,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.26,0.0,0.0
2016,52435,Mallama,52,Nariño,3798.0,Nariño (ETC),2007,67.6,67.61,33.13,65.19,51.39,25.0,80.62,76.07,88.36,77.01,70.73,15.56,40.91,1.3,0.0,0.27,2.77,2.23,98.7,0.0,99.73,97.23,97.77,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.41,0.4,0.0
2016,52473,Mosquera,52,Nariño,3798.0,Nariño (ETC),5097,35.3,35.3,14.25,34.24,16.2,7.02,49.89,34.3,58.33,47.3,40.26,11.825,20.0,0.05,0.0,0.0,0.16,0.0,99.95,0.0,100.0,99.84,100.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,2.32,0.0,0.0
2016,52480,Nariño,52,Nariño,3798.0,Nariño (ETC),999,61.7,61.66,29.49,47.93,62.82,34.97,68.47,47.44,58.15,87.61,63.8,26.28,66.67,1.02,0.0,1.26,0.99,0.96,98.98,0.0,98.74,99.01,99.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,52506,Ospina,52,Nariño,3798.0,Nariño (ETC),1641,62.1,62.1,28.35,53.82,61.58,39.27,68.25,56.69,64.98,79.17,60.07,19.625,25.0,0.09,1.39,0.0,0.0,0.0,99.91,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.47,0.23,0.55
2016,52520,Francisco Pizarro,52,Nariño,3798.0,Nariño (ETC),4380,44.7,44.75,21.32,48.47,21.05,5.2,56.28,53.42,74.88,49.55,21.97,26.193,17.65,1.47,0.0,1.97,1.17,0.0,98.53,0.0,98.03,98.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,52540,Policarpa,52,Nariño,3798.0,Nariño (ETC),3840,67.4,67.4,34.17,69.19,46.55,18.57,75.57,56.43,98.35,73.78,34.77,19.146,15.38,1.76,0.56,1.16,2.58,3.64,96.13,0.0,96.96,94.05,95.91,2.11,0.0,1.87,3.37,0.45,2.89,0.56,2.07,4.71,3.18
2016,52560,Potosí,52,Nariño,3798.0,Nariño (ETC),2077,94.2,94.22,58.86,98.45,80.21,42.67,103.85,92.57,114.98,106.85,79.69,17.543,66.67,0.53,0.0,0.52,0.86,0.0,99.42,0.0,99.48,99.14,99.6,0.05,0.0,0.0,0.0,0.4,2.02,0.62,1.14,4.3,0.0
2016,52565,Providencia,52,Nariño,3798.0,Nariño (ETC),3188,25.7,25.69,14.4,20.51,25.05,15.98,28.58,19.84,25.3,34.57,28.85,28.864,14.29,0.66,0.0,0.89,0.8,0.0,99.34,0.0,99.11,99.2,100.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.59,0.8,0.68
2016,52573,Puerres,52,Nariño,3798.0,Nariño (ETC),1635,89.3,89.3,54.14,83.99,83.91,47.39,101.16,86.47,96.92,111.57,97.76,17.338,30.43,1.33,0.0,0.76,0.83,5.5,98.67,0.0,99.24,99.17,94.5,0.0,0.0,0.0,0.0,0.0,6.2,0.87,1.97,13.2,2.0
2016,52585,Pupiales,52,Nariño,3798.0,Nariño (ETC),3567,88.2,88.2,52.98,85.48,80.13,45.25,98.09,75.09,100.0,106.54,87.76,29.323,70.0,1.76,1.47,0.69,3.12,1.58,98.21,0.0,99.31,96.88,98.2,0.03,0.0,0.0,0.0,0.23,0.84,0.0,0.96,1.04,0.23
2016,52612,Ricaurte,52,Nariño,3798.0,Nariño (ETC),5171,77.3,77.32,33.79,72.0,38.58,18.89,91.16,83.67,127.06,71.7,45.36,17.424,11.25,0.37,0.81,0.11,0.68,0.91,99.63,0.0,99.89,99.32,99.09,0.0,0.0,0.0,0.0,0.0,4.11,0.54,2.79,8.77,2.44
2016,52621,Roberto Payán,52,Nariño,3798.0,Nariño (ETC),6475,57.0,57.0,26.89,53.89,25.24,6.7,75.74,60.11,103.06,61.64,40.3,4.167,12.07,2.53,0.29,0.7,2.9,20.42,96.42,0.0,97.61,96.92,79.58,1.06,0.0,1.7,0.18,0.0,0.02,0.0,0.04,0.0,0.0
2016,52678,Samaniego,52,Nariño,3798.0,Nariño (ETC),10770,43.0,42.96,24.31,41.08,36.82,19.22,50.38,43.12,50.81,55.58,42.92,22.383,16.05,1.09,0.8,0.81,1.58,0.85,98.91,0.0,99.19,98.42,99.15,0.0,0.0,0.0,0.0,0.0,0.22,0.27,0.13,0.38,0.0
2016,52683,Sandoná,52,Nariño,3798.0,Nariño (ETC),4949,65.2,65.25,29.69,62.02,56.27,33.0,73.17,49.74,76.66,81.22,60.29,14.835,70.37,2.07,1.57,1.57,2.71,2.09,97.93,0.0,98.43,97.29,97.91,0.0,0.0,0.0,0.0,0.0,8.09,1.57,6.04,13.26,3.34
2016,52685,San Bernardo,52,Nariño,3798.0,Nariño (ETC),3703,32.1,32.14,18.75,32.41,28.54,12.76,36.24,32.29,39.66,37.92,27.42,21.771,65.0,1.36,0.0,0.0,2.94,2.41,97.65,0.0,99.83,95.6,94.58,0.98,0.0,0.17,1.47,3.01,6.81,2.15,6.5,7.97,7.23
2016,52687,San Lorenzo,52,Nariño,3798.0,Nariño (ETC),4155,76.5,76.53,35.38,74.99,67.19,37.53,85.73,53.48,91.66,93.1,73.82,22.548,32.08,1.32,1.04,0.44,2.59,1.07,98.33,0.52,99.43,96.68,98.93,0.35,0.52,0.13,0.73,0.0,0.17,0.0,0.19,0.24,0.0
2016,52693,San Pablo,52,Nariño,3798.0,Nariño (ETC),3400,67.1,67.09,36.5,61.16,58.03,30.66,79.18,87.83,74.3,86.84,71.43,25.44,21.62,2.54,1.3,0.87,4.72,1.89,97.46,0.0,99.13,95.28,98.11,0.0,0.0,0.0,0.0,0.0,9.35,6.49,6.76,13.48,6.62
2016,52694,San Pedro de Cartago,52,Nariño,3798.0,Nariño (ETC),1732,64.0,63.97,35.42,61.93,59.48,31.8,69.23,51.39,72.55,78.62,50.53,21.333,15.79,4.25,0.0,0.19,10.09,2.8,95.75,0.0,99.81,89.91,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,52696,Santa Bárbara,52,Nariño,3798.0,Nariño (ETC),4425,70.9,70.94,25.25,70.27,22.62,2.89,82.46,61.75,132.97,53.31,12.16,18.769,11.27,1.12,0.81,1.14,1.29,0.0,98.88,0.0,98.86,98.71,100.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.55,1.68,0.0
2016,52699,Santacruz,52,Nariño,3798.0,Nariño (ETC),7106,20.7,20.73,12.33,20.0,15.46,5.94,23.15,19.59,27.38,23.82,12.98,14.931,7.69,0.94,0.86,0.49,1.84,0.0,98.75,0.0,99.01,98.16,99.25,0.31,0.0,0.49,0.0,0.75,0.37,0.0,0.62,0.18,0.0
2016,52720,Sapuyes,52,Nariño,3798.0,Nariño (ETC),1353,77.3,77.31,40.78,75.18,64.63,30.3,84.04,66.99,92.32,90.65,53.03,20.306,33.33,1.32,0.0,0.39,2.24,2.86,98.68,0.0,99.61,97.76,97.14,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.09,0.22,0.0
2016,52786,Taminango,52,Nariño,3798.0,Nariño (ETC),3909,77.2,77.16,33.54,70.43,72.11,48.58,86.75,55.9,83.45,98.93,85.8,20.108,44.19,1.9,1.11,1.93,2.33,0.98,98.1,0.0,98.07,97.67,99.02,0.0,0.0,0.0,0.0,0.0,2.26,1.11,3.27,2.1,0.39
2016,52788,Tangua,52,Nariño,3798.0,Nariño (ETC),1912,79.6,79.6,36.84,76.91,68.38,41.21,90.38,80.26,93.0,100.31,70.61,16.354,24.32,2.09,2.46,0.84,3.59,1.78,97.91,0.0,99.16,96.41,98.22,0.0,0.0,0.0,0.0,0.0,0.24,0.82,0.28,0.16,0.0
2016,52835,San Andres de Tumaco,52,Nariño,3800.0,San Andres de Tumaco,55553,77.5,77.47,37.27,75.77,52.93,22.85,93.91,77.86,111.46,91.54,59.19,23.788,26.0,1.44,0.9,1.45,1.63,1.17,96.56,0.06,96.01,96.42,98.34,2.0,0.06,2.54,1.95,0.49,3.98,1.72,4.93,3.78,0.6
2016,52838,Túquerres,52,Nariño,3798.0,Nariño (ETC),8241,87.6,87.57,48.5,84.11,73.38,32.73,106.94,85.14,104.9,118.27,100.0,18.093,37.68,1.38,0.88,0.8,2.39,0.77,96.6,0.0,97.55,94.77,97.14,2.02,0.0,1.65,2.84,2.09,5.93,0.53,4.81,9.39,2.64
2016,52885,Yacuanquer,52,Nariño,3798.0,Nariño (ETC),2219,76.1,76.12,38.25,67.89,73.84,42.86,85.62,72.68,82.56,99.04,74.14,11.728,30.43,1.12,0.75,0.27,1.96,1.41,98.88,0.0,99.73,98.04,98.59,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.81,0.0,0.0
2016,54001,Cúcuta,54,Norte de Santander,3802.0,Cúcuta,141117,93.3,93.15,62.35,96.06,77.99,44.96,105.75,97.78,114.35,107.95,85.82,27.098,84.55,5.24,7.52,4.12,6.78,3.73,91.57,0.26,93.5,88.27,93.09,3.19,0.26,2.38,4.95,3.18,2.85,1.89,2.57,3.91,1.43
2016,54003,Abrego,54,Norte de Santander,3801.0,Norte de Santander (ETC),9352,72.3,72.25,45.23,73.66,47.77,18.56,90.83,80.4,117.16,82.6,45.16,31.505,12.88,7.62,4.54,5.26,13.91,4.05,88.33,0.0,91.39,80.37,87.61,4.05,0.0,3.35,5.73,8.33,1.17,0.0,1.51,1.11,0.0
2016,54051,Arboledas,54,Norte de Santander,3801.0,Norte de Santander (ETC),2039,79.5,79.5,62.36,77.75,68.69,46.09,93.67,85.39,89.82,102.89,89.94,25.793,13.95,3.41,3.29,1.74,5.57,3.72,92.05,3.29,93.45,89.95,91.74,4.53,3.29,4.81,4.49,4.55,0.59,0.0,1.07,0.0,0.83
