AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2015,13030,Altos del Rosario,13,Bolívar,3767.0,Bolívar (ETC),3263,68.04,68.04,52.76,69.04,43.22,12.64,76.86,87.24,96.9,68.08,35.63,19.16,40.0,1.15,2.37,0.84,1.24,1.41,93.81,1.19,94.53,92.43,88.73,5.05,1.19,4.64,6.34,9.86,1.74,0.4,2.58,0.93,0.0
2015,13042,Arenal,13,Bolívar,3767.0,Bolívar (ETC),5219,34.37,34.37,27.33,36.19,23.81,9.41,37.29,32.89,46.83,35.33,19.52,17.62,26.67,6.52,4.73,7.84,5.76,1.99,85.3,2.03,86.18,79.18,93.38,8.19,2.03,5.98,15.06,4.64,3.28,0.0,3.73,4.28,0.0
2015,13052,Arjona,13,Bolívar,3767.0,Bolívar (ETC),17919,81.58,81.54,48.89,78.04,66.57,36.38,96.29,91.56,102.0,102.15,72.99,24.96,71.88,3.75,3.82,3.95,3.73,2.97,91.32,0.98,93.14,87.81,91.95,4.93,0.98,2.91,8.46,5.08,2.33,0.71,2.58,2.75,1.32
2015,13062,Arroyohondo,13,Bolívar,3767.0,Bolívar (ETC),2545,53.91,53.91,40.28,52.63,40.02,23.0,59.45,63.43,66.98,58.66,40.14,22.2,100.0,1.89,0.73,1.26,2.33,4.4,89.95,3.65,90.9,87.29,88.68,8.16,3.65,7.84,10.38,6.92,3.1,0.0,3.5,4.03,1.26
2015,13074,Barranco de Loba,13,Bolívar,3767.0,Bolívar (ETC),4952,77.4,77.4,51.9,75.46,53.33,24.33,90.99,99.78,105.01,84.17,62.17,20.28,21.05,5.25,4.71,4.27,7.41,4.68,91.95,0.45,93.71,89.06,87.33,2.8,0.45,2.02,3.54,7.99,4.53,1.35,5.88,3.96,2.2
2015,13140,Calamar,13,Bolívar,3767.0,Bolívar (ETC),5989,88.53,88.43,65.56,86.24,67.51,37.16,107.16,140.7,111.25,105.23,83.62,26.18,62.5,1.1,0.44,0.71,1.3,2.97,98.9,0.0,99.29,98.7,97.03,0.0,0.0,0.0,0.0,0.0,3.1,3.68,3.12,3.46,1.22
2015,13188,Cicuco,13,Bolívar,3767.0,Bolívar (ETC),2723,114.25,114.25,67.67,111.82,73.69,38.94,135.62,156.47,155.34,123.19,99.78,22.6,77.78,4.17,1.1,4.34,4.83,5.0,90.77,4.96,90.68,89.67,90.77,5.06,4.96,4.98,5.5,4.23,2.99,3.58,3.65,2.13,0.77
2015,13212,Córdoba,13,Bolívar,3767.0,Bolívar (ETC),3275,109.1,109.1,75.09,105.98,88.9,40.85,130.5,139.93,139.22,138.61,87.25,19.56,38.1,3.01,2.93,2.83,2.87,4.47,95.57,0.0,95.6,95.06,95.53,1.42,0.0,1.58,2.07,0.0,2.21,0.73,2.01,3.11,1.84
2015,13222,Clemencia,13,Bolívar,3767.0,Bolívar (ETC),3340,86.53,86.53,54.2,83.49,74.43,39.65,98.95,70.28,103.95,107.61,84.56,31.03,37.5,2.29,4.48,2.11,2.05,2.45,97.71,0.0,97.89,97.95,97.55,0.0,0.0,0.0,0.0,0.0,6.42,0.0,7.18,7.23,4.2
2015,13244,El Carmen de Bolívar,13,Bolívar,3767.0,Bolívar (ETC),19734,75.88,75.78,43.85,73.97,57.89,34.24,93.79,79.34,111.53,86.89,68.79,18.29,29.29,1.73,1.98,1.26,2.36,1.86,93.58,0.76,94.56,90.83,93.94,4.69,0.76,4.17,6.81,4.2,2.18,2.29,2.22,2.52,0.76
2015,13268,El Peñón,13,Bolívar,3767.0,Bolívar (ETC),2510,81.63,81.63,61.23,78.32,59.95,19.61,91.2,133.92,103.96,89.25,38.74,16.55,47.06,3.25,3.29,2.27,4.5,4.58,94.66,1.97,95.18,93.76,94.77,2.09,1.97,2.55,1.74,0.65,5.08,4.61,6.73,3.77,0.0
2015,13300,Hatillo de Loba,13,Bolívar,3767.0,Bolívar (ETC),3316,92.7,92.7,57.28,84.75,71.2,32.0,110.19,103.64,123.4,113.88,70.67,21.01,58.82,3.61,0.96,2.29,6.03,4.49,88.88,0.64,90.46,82.82,92.22,7.51,0.64,7.25,11.15,3.29,3.31,1.92,3.84,3.29,2.1
2015,13430,Magangué,13,Bolívar,3768.0,Magangué,29378,98.73,98.63,59.87,95.67,76.11,37.79,113.57,97.2,130.22,113.13,80.1,24.71,32.1,4.07,5.54,3.51,5.06,2.4,91.23,0.19,91.76,88.94,93.74,4.7,0.19,4.73,6.0,3.86,5.14,4.52,6.19,4.95,0.67
2015,13433,Mahates,13,Bolívar,3767.0,Bolívar (ETC),5971,95.19,95.18,48.84,89.0,80.52,47.87,110.28,95.95,112.86,119.32,93.42,24.3,72.0,2.24,1.89,1.92,3.05,1.38,96.56,0.0,97.0,95.43,97.1,1.2,0.0,1.07,1.52,1.52,2.7,0.21,2.78,3.59,1.52
2015,13458,Montecristo,13,Bolívar,3767.0,Bolívar (ETC),5451,47.73,47.73,32.22,56.0,18.12,2.87,51.42,72.35,80.66,28.6,8.84,12.74,28.21,1.06,0.86,1.24,0.42,1.92,95.86,4.6,95.08,99.58,98.08,3.08,4.6,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,13468,Mompós,13,Bolívar,3767.0,Bolívar (ETC),11141,97.77,97.76,59.14,91.59,79.5,37.87,113.7,113.04,125.64,115.29,80.85,22.91,84.21,3.3,3.54,3.18,3.64,2.52,93.59,2.42,93.25,93.47,95.13,3.12,2.42,3.57,2.89,2.34,1.7,2.23,2.19,1.24,0.36
2015,13473,Morales,13,Bolívar,3767.0,Bolívar (ETC),5491,70.84,70.84,47.57,76.35,44.1,14.02,81.62,89.22,104.44,73.94,34.93,13.2,32.2,3.51,1.66,2.43,5.87,5.95,95.12,0.0,97.19,89.93,94.05,1.37,0.0,0.38,4.2,0.0,0.6,0.95,0.43,0.96,0.0
2015,13490,Norosi,13,Bolívar,3767.0,Bolívar (ETC),1616,78.47,78.47,44.88,93.15,31.96,9.73,83.73,144.88,125.0,49.11,21.01,20.19,13.64,2.44,0.54,2.98,1.82,3.7,97.56,0.0,97.02,98.18,96.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.7
2015,13549,Pinillos,13,Bolívar,3767.0,Bolívar (ETC),6883,80.69,80.69,41.22,76.94,59.02,25.72,91.81,81.66,105.1,92.96,58.53,17.56,41.46,3.0,3.84,2.33,4.03,2.51,88.29,1.73,86.51,87.34,95.87,8.7,1.73,11.16,8.63,1.62,4.26,1.54,5.61,3.87,0.54
2015,13580,Regidor,13,Bolívar,3767.0,Bolívar (ETC),2971,38.3,38.3,32.68,36.08,20.88,14.35,46.05,74.8,51.07,36.24,37.61,14.78,41.67,6.71,8.42,3.71,10.33,9.73,93.29,0.0,96.29,89.67,90.27,0.0,0.0,0.0,0.0,0.0,3.99,2.63,5.81,2.74,0.0
2015,13600,Río Viejo,13,Bolívar,3767.0,Bolívar (ETC),4787,36.35,36.35,25.85,36.4,24.47,7.85,43.12,45.85,52.6,41.03,20.61,13.15,19.05,3.64,1.06,3.06,5.65,3.25,87.4,3.72,92.56,74.86,90.24,8.96,3.72,4.38,19.49,6.5,0.0,0.0,0.0,0.0,0.0
2015,13620,San Cristóbal,13,Bolívar,3767.0,Bolívar (ETC),1431,103.98,103.98,76.23,94.3,81.91,43.39,124.88,135.25,122.28,138.94,98.76,26.84,100.0,5.09,1.21,3.45,9.6,0.56,92.31,2.42,93.67,87.26,99.44,2.61,2.42,2.88,3.14,0.0,1.49,3.64,1.15,1.57,0.56
2015,13650,San Fernando,13,Bolívar,3767.0,Bolívar (ETC),3476,66.92,66.92,42.86,63.82,41.35,19.53,78.74,99.03,94.92,65.32,51.9,16.94,47.62,2.42,3.93,1.97,2.38,3.08,95.29,0.0,98.03,90.19,93.39,2.3,0.0,0.0,7.43,3.52,2.85,0.33,3.71,2.97,0.88
2015,13654,San Jacinto,13,Bolívar,3767.0,Bolívar (ETC),4737,106.92,106.92,60.05,109.17,89.97,50.0,132.38,115.88,160.79,124.21,90.09,21.2,58.62,2.85,4.93,1.42,3.66,4.95,95.35,0.0,97.44,93.49,92.08,1.8,0.0,1.14,2.85,2.97,1.35,0.0,1.97,1.16,0.33
2015,13655,San Jacinto del Cauca,13,Bolívar,3767.0,Bolívar (ETC),3556,63.84,63.84,33.12,59.97,47.02,14.79,74.44,75.32,84.04,76.19,44.89,13.08,26.92,0.46,0.43,0.4,0.52,0.63,96.67,0.86,95.91,96.73,99.37,2.87,0.86,3.69,2.75,0.0,1.29,0.43,1.6,1.18,0.63
2015,13657,San Juan Nepomuceno,13,Bolívar,3767.0,Bolívar (ETC),7471,95.37,95.36,59.52,91.35,80.23,50.24,117.23,116.98,129.06,114.06,94.44,23.08,46.15,1.8,6.2,0.79,1.9,1.71,95.22,0.14,97.34,92.94,95.31,2.98,0.14,1.87,5.15,2.99,1.33,0.0,0.63,2.77,0.75
2015,13667,San Martín de Loba,13,Bolívar,3767.0,Bolívar (ETC),4621,82.84,82.84,52.82,82.68,59.78,28.94,95.39,104.93,108.96,89.84,64.87,18.79,35.9,2.77,1.12,2.23,3.2,6.1,95.9,0.0,96.67,94.27,93.41,1.33,0.0,1.09,2.53,0.49,1.78,0.22,1.62,2.87,1.22
2015,13673,Santa Catalina,13,Bolívar,3767.0,Bolívar (ETC),3332,94.57,94.51,46.96,88.75,80.66,42.0,109.6,100.68,115.3,114.18,89.4,24.71,66.67,2.56,3.47,2.84,2.12,1.94,94.91,5.21,92.78,97.88,98.06,2.53,5.21,4.39,0.0,0.0,0.88,0.0,0.68,1.66,0.0
2015,13683,Santa Rosa,13,Bolívar,3767.0,Bolívar (ETC),5848,64.81,64.81,34.96,64.29,52.3,23.78,75.14,76.02,80.99,77.89,53.72,30.29,57.14,1.45,1.07,1.08,2.07,1.51,94.28,0.0,94.3,93.71,91.71,4.27,0.0,4.62,4.22,6.78,0.32,0.27,0.46,0.22,0.0
2015,13688,Santa Rosa del Sur,13,Bolívar,3767.0,Bolívar (ETC),12116,65.23,65.2,47.72,68.45,46.73,18.56,72.0,77.72,86.35,69.95,37.48,21.29,11.96,5.73,6.22,5.0,7.39,3.47,90.05,0.91,91.94,85.34,91.71,4.21,0.91,3.05,7.27,4.82,1.96,0.78,1.57,3.14,1.54
2015,13744,Simití,13,Bolívar,3767.0,Bolívar (ETC),5734,67.89,67.84,50.0,70.09,48.86,20.31,74.0,92.45,89.35,68.21,34.46,18.45,17.54,3.6,2.21,3.56,4.73,1.15,90.35,0.0,90.43,86.47,94.62,6.05,0.0,6.01,8.8,4.23,0.71,0.0,0.92,0.5,1.15
2015,13760,Soplaviento,13,Bolívar,3767.0,Bolívar (ETC),1822,92.54,92.54,71.23,85.52,78.14,47.53,109.66,142.47,104.74,114.85,96.3,25.48,33.33,2.22,1.44,1.94,1.96,4.3,97.57,0.0,98.06,97.88,94.53,0.22,0.0,0.0,0.16,1.17,0.16,0.0,0.13,0.33,0.0
2015,13810,Tiquisio,13,Bolívar,3767.0,Bolívar (ETC),6393,74.93,74.93,44.16,83.2,46.48,15.53,85.59,92.96,108.57,72.63,46.7,17.17,14.81,0.88,0.37,0.75,1.51,0.31,99.04,0.0,99.25,98.18,99.69,0.08,0.0,0.0,0.3,0.0,1.56,0.18,1.91,1.74,0.0
2015,13836,Turbaco,13,Bolívar,3767.0,Bolívar (ETC),15590,103.09,102.77,71.54,101.21,89.95,49.89,115.11,106.16,121.56,122.59,90.2,26.63,69.57,3.95,3.67,3.14,5.44,2.83,89.9,0.85,91.67,85.7,91.78,6.15,0.85,5.19,8.86,5.39,3.94,0.28,3.68,5.68,2.31
2015,15097,Boavita,15,Boyacá,3769.0,Boyacá (ETC),1398,72.39,72.39,45.87,55.75,68.49,42.26,84.05,66.97,70.56,103.57,85.36,20.71,20.0,3.31,2.74,1.23,5.03,3.83,95.44,0.0,97.78,93.22,95.08,1.25,0.0,0.99,1.75,1.09,0.09,0.0,0.0,0.22,0.0
2015,15106,Briceño,15,Boyacá,3769.0,Boyacá (ETC),575,83.13,83.13,82.61,80.66,72.96,51.11,87.3,93.48,88.89,87.76,78.89,21.73,12.5,2.59,4.65,1.85,3.49,1.41,90.04,0.0,95.37,83.72,85.92,7.37,0.0,2.78,12.79,12.68,0.0,0.0,0.0,0.0,0.0
2015,15131,Caldas,15,Boyacá,3769.0,Boyacá (ETC),724,87.15,87.15,43.86,79.8,77.69,57.14,92.96,59.65,94.95,99.6,89.92,25.0,23.08,1.34,2.94,0.35,2.0,1.87,95.39,0.0,99.65,91.6,92.52,3.27,0.0,0.0,6.4,5.61,0.89,0.0,1.77,0.4,0.0
2015,15176,Chiquinquirá,15,Boyacá,3769.0,Boyacá (ETC),15593,83.69,83.64,58.6,76.32,76.97,57.57,93.01,80.24,86.49,102.06,95.53,27.09,17.95,2.61,1.71,1.25,3.71,3.74,93.55,0.0,96.93,90.12,91.48,3.84,0.0,1.82,6.17,4.78,0.61,0.0,0.57,0.87,0.35
2015,15183,Chita,15,Boyacá,3769.0,Boyacá (ETC),2595,79.96,79.96,59.91,76.58,68.93,44.67,92.49,71.62,89.64,100.12,95.43,25.51,35.71,1.25,1.26,0.9,1.08,3.03,93.41,1.89,95.68,89.02,95.08,5.33,1.89,3.42,9.89,1.89,1.44,0.0,1.81,1.36,1.14
2015,15204,Cómbita,15,Boyacá,3769.0,Boyacá (ETC),2329,75.05,74.97,64.48,72.82,66.2,41.79,80.42,81.42,82.48,84.94,66.67,21.17,28.57,4.67,3.31,3.14,7.2,3.79,88.14,0.0,91.63,80.26,92.42,7.19,0.0,5.23,12.55,3.79,1.17,0.0,1.49,1.48,0.0
2015,15212,Coper,15,Boyacá,3769.0,Boyacá (ETC),821,76.61,76.61,40.91,71.8,72.44,28.91,89.89,83.33,89.53,100.0,71.88,20.2,11.54,3.26,5.45,1.0,5.7,1.82,94.21,0.0,97.01,90.11,98.18,2.52,0.0,1.99,4.18,0.0,1.78,1.82,0.33,3.42,1.82
2015,15215,Corrales,15,Boyacá,3769.0,Boyacá (ETC),440,95.45,95.45,88.57,95.58,77.12,70.42,106.36,122.86,107.18,102.61,104.23,25.4,16.67,3.58,6.98,2.58,2.78,6.06,89.93,2.33,90.21,88.19,92.42,6.49,2.33,7.22,9.03,1.52,0.0,0.0,0.0,0.0,0.0
2015,15218,Covarachía,15,Boyacá,3769.0,Boyacá (ETC),603,80.1,80.1,58.82,82.35,72.77,45.26,88.56,74.51,91.76,91.09,82.11,25.88,5.56,3.54,5.26,0.85,6.29,4.92,89.96,0.0,91.45,85.14,95.08,6.5,0.0,7.69,8.57,0.0,1.18,0.0,0.85,2.29,0.0
2015,15244,El Cocuy,15,Boyacá,3769.0,Boyacá (ETC),1208,76.41,76.41,66.67,76.8,61.59,51.65,80.79,75.76,85.96,75.12,81.87,20.5,20.83,2.07,4.55,1.72,2.33,1.41,93.13,0.0,93.63,89.7,97.89,4.8,0.0,4.66,7.97,0.7,2.4,0.0,2.94,2.99,0.7
2015,15299,Garagoa,15,Boyacá,3769.0,Boyacá (ETC),3912,73.21,73.16,57.88,66.0,68.44,50.53,79.01,69.77,73.46,89.93,74.89,26.82,15.0,3.16,3.13,0.75,5.24,3.08,90.97,0.0,96.16,85.26,92.07,5.87,0.0,3.09,9.49,4.85,0.72,0.0,0.75,1.08,0.0
2015,15322,Guateque,15,Boyacá,3769.0,Boyacá (ETC),1880,100.74,100.69,63.7,91.19,97.05,81.19,108.24,84.25,100.65,118.04,117.87,26.72,21.43,1.7,3.57,1.87,1.47,1.18,94.36,0.0,97.27,90.59,95.27,3.94,0.0,0.86,7.94,3.55,0.05,0.0,0.0,0.15,0.0
2015,15325,Guayatá,15,Boyacá,3769.0,Boyacá (ETC),760,70.92,70.79,53.57,73.63,61.36,38.76,79.47,69.64,82.96,81.06,72.09,23.86,6.67,1.56,5.13,0.78,2.01,1.2,91.0,0.0,93.77,85.43,93.98,7.44,0.0,5.45,12.56,4.82,0.0,0.0,0.0,0.0,0.0
2015,15332,Güicán,15,Boyacá,3769.0,Boyacá (ETC),2016,34.67,34.67,27.27,31.72,29.83,19.31,39.93,32.73,38.99,39.63,47.59,26.0,4.76,1.73,1.85,1.48,1.73,2.78,98.27,0.0,98.52,98.27,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,15377,Labranzagrande,15,Boyacá,3769.0,Boyacá (ETC),940,55.74,55.74,62.82,51.98,41.69,20.45,61.38,76.92,68.07,59.61,43.18,21.07,4.55,8.35,5.0,5.81,15.29,3.17,89.84,0.0,91.09,84.12,95.24,1.81,0.0,3.1,0.59,1.59,0.0,0.0,0.0,0.0,0.0
2015,15407,Villa de Leyva,15,Boyacá,3769.0,Boyacá (ETC),3453,87.78,87.75,78.41,87.37,77.97,50.32,94.01,96.59,95.82,100.0,77.35,26.21,12.5,1.53,2.34,1.13,1.79,1.5,93.72,0.0,96.41,88.86,96.75,4.74,0.0,2.46,9.35,1.75,0.64,0.0,0.47,0.9,0.75
2015,15425,Macanal,15,Boyacá,3769.0,Boyacá (ETC),978,68.92,68.92,44.58,65.69,66.15,40.0,74.13,50.6,75.25,83.54,64.85,25.79,5.0,3.77,2.38,1.63,6.87,2.83,93.86,0.0,96.74,88.55,97.17,2.37,0.0,1.63,4.58,0.0,4.04,0.0,2.28,8.02,0.94
2015,15442,Maripí,15,Boyacá,3769.0,Boyacá (ETC),1908,63.05,63.05,44.03,54.65,62.33,29.07,69.39,50.31,64.81,84.07,59.52,28.67,16.13,2.19,2.5,1.53,2.84,2.04,93.75,0.0,94.46,91.68,96.6,4.07,0.0,4.02,5.48,1.36,1.17,0.0,0.57,2.27,0.0
2015,15455,Miraflores,15,Boyacá,3769.0,Boyacá (ETC),1934,78.85,78.85,69.87,73.64,73.64,52.03,89.35,79.49,81.37,93.95,103.49,22.29,4.55,1.74,0.91,1.22,2.43,1.79,97.5,0.0,98.78,96.07,96.86,0.76,0.0,0.0,1.5,1.35,0.42,0.0,0.35,0.37,0.9
2015,15466,Monguí,15,Boyacá,3769.0,Boyacá (ETC),1135,78.59,78.59,63.33,68.52,73.04,47.45,88.37,88.89,75.59,103.4,89.29,24.28,0.0,2.55,1.25,0.85,3.87,4.08,95.54,0.0,99.15,91.99,93.88,1.91,0.0,0.0,4.14,2.04,0.74,0.0,0.28,1.38,0.68
2015,15469,Moniquirá,15,Boyacá,3769.0,Boyacá (ETC),4471,91.3,91.3,61.29,88.36,77.76,48.53,103.24,77.15,104.93,115.52,87.53,24.75,33.33,2.58,4.98,2.07,3.0,2.07,91.97,0.0,92.94,89.47,94.16,5.44,0.0,4.99,7.53,3.77,0.71,0.0,0.46,1.19,0.56
2015,15476,Motavita,15,Boyacá,3769.0,Boyacá (ETC),1770,54.01,54.01,29.61,50.72,48.49,39.3,58.31,40.79,55.7,64.21,62.65,23.45,20.0,2.91,3.23,1.65,4.12,3.4,90.18,1.61,95.06,85.71,85.03,6.91,1.61,3.29,10.16,11.56,0.0,0.0,0.0,0.0,0.0
2015,15480,Muzo,15,Boyacá,3769.0,Boyacá (ETC),2196,84.02,84.02,70.41,79.26,73.91,45.74,94.4,82.84,92.94,103.29,85.11,27.42,16.67,2.01,1.43,1.81,2.24,2.31,90.84,0.0,91.19,88.38,92.31,7.15,0.0,7.0,9.38,5.38,0.31,0.0,0.48,0.14,0.38
2015,15491,Nobsa,15,Boyacá,3769.0,Boyacá (ETC),3802,71.3,71.3,53.98,67.76,66.21,51.36,76.93,64.71,74.62,82.43,76.71,26.28,75.0,2.23,0.92,0.8,3.7,2.79,91.64,0.0,92.92,88.89,92.46,6.13,0.0,6.28,7.41,4.75,0.74,0.0,0.46,1.36,0.28
2015,15494,Nuevo Colón,15,Boyacá,3769.0,Boyacá (ETC),1499,67.04,67.04,58.06,71.27,60.36,45.27,69.91,60.48,74.92,68.33,65.02,20.2,15.38,1.87,1.41,0.22,2.92,4.96,94.4,0.0,97.84,88.92,94.33,3.73,0.0,1.94,8.16,0.71,0.88,0.0,1.3,0.29,1.42
2015,15507,Otanche,15,Boyacá,3769.0,Boyacá (ETC),2868,57.91,57.91,42.19,55.57,52.32,26.65,65.27,53.16,64.46,72.03,59.49,28.82,17.07,5.4,3.17,4.56,4.97,10.91,94.6,0.0,95.44,95.03,89.09,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.78,2.17,0.0
2015,15514,Páez,15,Boyacá,3769.0,Boyacá (ETC),729,78.19,78.19,70.69,80.94,64.26,49.59,85.05,75.86,89.63,85.14,78.05,23.12,4.17,2.68,2.27,1.87,4.02,2.33,95.31,0.0,96.64,92.46,96.51,2.01,0.0,1.49,3.52,1.16,0.0,0.0,0.0,0.0,0.0
2015,15516,Paipa,15,Boyacá,3769.0,Boyacá (ETC),6746,100.04,99.94,69.78,95.65,94.35,55.7,109.28,91.23,106.67,124.34,94.26,23.98,19.51,2.42,0.89,0.89,4.13,2.52,87.64,0.0,93.77,79.04,89.67,9.94,0.0,5.34,16.83,7.81,0.76,0.0,0.89,0.88,0.38
2015,5001,Medellín,5,Antioquia,3759.0,Medellín,371407,105.4,105.21,79.86,103.16,91.43,55.81,120.72,95.61,119.82,134.33,108.51,31.2,98.02,3.58,2.3,2.64,5.35,2.63,85.92,0.23,89.52,77.9,89.32,10.5,0.23,7.84,16.75,8.05,1.47,0.13,1.21,2.31,0.72
2015,5021,Alejandría,5,Antioquia,3758.0,Antioquia (ETC),601,121.46,121.46,91.84,132.22,100.5,61.4,133.44,112.24,163.18,126.63,92.11,27.63,93.33,2.3,1.82,2.43,1.98,2.86,92.98,0.0,93.8,90.08,94.29,4.73,0.0,3.77,7.94,2.86,5.75,3.64,7.28,5.95,0.95
2015,5040,Anorí,5,Antioquia,3758.0,Antioquia (ETC),3891,93.96,93.96,55.26,102.97,66.22,25.51,111.36,80.99,139.5,108.51,60.96,32.11,27.12,4.73,4.69,4.91,5.44,0.72,88.4,0.36,87.02,87.86,94.96,6.86,0.36,8.07,6.7,4.32,6.63,0.72,7.3,7.96,2.16
2015,5044,Anza,5,Antioquia,3758.0,Antioquia (ETC),1755,86.84,86.84,48.34,84.69,62.37,29.79,94.07,72.19,118.7,87.28,56.51,23.33,61.11,5.29,2.75,5.25,6.88,2.11,89.05,0.0,89.04,85.0,96.48,5.66,0.0,5.71,8.13,1.41,1.37,0.0,1.48,1.88,0.0
2015,5045,Apartadó,5,Antioquia,7692.0,Apartado,47694,62.16,62.12,35.89,61.86,51.31,22.99,76.72,55.76,87.41,81.05,52.12,35.15,45.31,5.27,4.95,3.62,8.03,4.41,88.94,0.0,92.81,81.37,90.53,5.78,0.0,3.57,10.59,5.05,2.46,1.8,2.0,3.5,1.68
2015,5055,Argelia,5,Antioquia,3758.0,Antioquia (ETC),2190,83.11,83.11,52.28,76.66,69.45,42.09,89.68,70.56,98.42,94.77,65.37,29.13,25.58,3.69,2.88,2.67,6.05,1.12,89.99,1.44,87.93,89.46,98.32,6.32,1.44,9.4,4.5,0.56,4.79,0.72,6.2,4.65,1.12
2015,5079,Barbosa,5,Antioquia,3758.0,Antioquia (ETC),11076,72.89,72.89,45.41,71.72,59.95,42.41,79.93,56.84,86.81,82.65,68.69,31.55,60.87,3.19,2.43,3.09,4.11,1.45,90.35,0.0,91.57,86.04,93.59,6.47,0.0,5.34,9.86,4.96,6.96,1.42,7.56,8.71,2.69
2015,5088,Bello,5,Antioquia,3760.0,Bello,92140,81.33,81.27,55.7,81.59,65.7,38.78,93.93,69.27,98.24,104.3,75.42,32.96,93.55,3.29,2.77,2.44,4.93,2.16,96.57,0.16,97.54,94.96,97.14,0.14,0.16,0.03,0.11,0.7,2.32,0.39,2.12,3.35,1.09
2015,5107,Briceño,5,Antioquia,3758.0,Antioquia (ETC),2111,85.13,85.13,65.38,93.96,49.93,18.05,97.54,89.01,125.73,88.67,45.86,29.33,42.11,7.64,8.02,5.13,12.21,10.62,83.87,0.0,84.7,80.15,81.42,8.48,0.0,10.17,7.63,7.96,5.24,1.85,7.56,2.48,0.0
2015,5113,Buriticá,5,Antioquia,3758.0,Antioquia (ETC),1532,114.69,114.69,69.4,120.96,84.43,27.67,136.16,111.19,158.7,143.91,76.68,27.61,31.03,5.06,4.03,1.79,11.32,3.05,91.15,0.0,91.83,87.5,96.95,3.78,0.0,6.37,1.18,0.0,0.27,0.0,0.3,0.17,0.76
2015,5120,Cáceres,5,Antioquia,3758.0,Antioquia (ETC),10702,76.33,76.33,54.12,82.55,47.97,16.87,90.99,79.07,116.4,83.91,41.75,29.24,76.92,2.85,2.67,2.39,3.9,2.71,95.36,0.0,96.64,92.24,94.13,1.79,0.0,0.97,3.86,3.16,4.65,0.0,4.18,7.68,1.81
2015,5125,Caicedo,5,Antioquia,3758.0,Antioquia (ETC),2086,81.35,81.35,50.57,87.57,60.7,22.54,90.99,67.05,111.47,96.22,48.19,25.24,66.67,6.76,7.63,6.0,8.45,3.88,89.94,0.0,89.28,89.31,95.35,3.3,0.0,4.72,2.24,0.78,0.11,0.0,0.21,0.0,0.0
2015,5134,Campamento,5,Antioquia,3758.0,Antioquia (ETC),2073,87.17,87.17,34.25,96.25,52.09,24.93,102.17,46.96,144.38,83.43,59.24,25.09,34.09,3.93,5.88,2.11,9.29,0.73,93.44,0.0,96.96,83.19,96.35,2.64,0.0,0.93,7.52,2.92,5.65,1.18,6.41,5.53,2.19
2015,5138,Cañasgordas,5,Antioquia,3758.0,Antioquia (ETC),4132,80.49,80.49,37.87,73.67,68.06,40.85,97.24,57.33,103.06,106.4,86.53,23.59,49.21,2.54,2.79,2.2,3.35,1.44,95.92,0.0,96.85,93.72,97.84,1.54,0.0,0.95,2.93,0.72,1.11,0.47,1.31,1.26,0.24
2015,5145,Caramanta,5,Antioquia,3758.0,Antioquia (ETC),1105,74.84,74.84,62.77,72.86,56.87,42.26,81.72,80.85,89.35,78.57,67.26,26.6,30.0,5.76,5.26,3.04,9.79,6.19,94.24,0.0,96.96,90.21,93.81,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.4,2.1,0.88
2015,5147,Carepa,5,Antioquia,3758.0,Antioquia (ETC),14593,88.34,88.34,50.94,84.79,71.94,28.72,112.28,71.91,122.51,124.45,82.72,21.91,76.32,4.35,3.16,3.71,5.04,6.2,92.36,0.11,93.8,89.84,90.97,3.29,0.11,2.48,5.12,2.83,3.53,1.09,2.45,5.87,1.82
